"1,/home/SharedData/fabio/data/UCF-101/16_frames_split/train/ApplyEyeMakeup/v_ApplyEyeMakeup_g01_c01,ApplyEyeMakeup,1,test_unseen"
"2,/home/SharedData/fabio/data/UCF-101/16_frames_split/train/ApplyEyeMakeup/v_ApplyEyeMakeup_g01_c02,ApplyEyeMakeup,1,test_unseen"
"3,/home/SharedData/fabio/data/UCF-101/16_frames_split/train/ApplyEyeMakeup/v_ApplyEyeMakeup_g01_c03,ApplyEyeMakeup,1,test_unseen"
"4,/home/SharedData/fabio/data/UCF-101/16_frames_split/train/ApplyEyeMakeup/v_ApplyEyeMakeup_g01_c04,ApplyEyeMakeup,1,test_unseen"
"5,/home/SharedData/fabio/data/UCF-101/16_frames_split/train/ApplyEyeMakeup/v_ApplyEyeMakeup_g01_c05,ApplyEyeMakeup,1,test_unseen"
"6,/home/SharedData/fabio/data/UCF-101/16_frames_split/train/ApplyEyeMakeup/v_ApplyEyeMakeup_g01_c06,ApplyEyeMakeup,1,test_unseen"
"7,/home/SharedData/fabio/data/UCF-101/16_frames_split/train/ApplyEyeMakeup/v_ApplyEyeMakeup_g02_c01,ApplyEyeMakeup,1,test_unseen"
"8,/home/SharedData/fabio/data/UCF-101/16_frames_split/train/ApplyEyeMakeup/v_ApplyEyeMakeup_g02_c02,ApplyEyeMakeup,1,test_unseen"
"9,/home/SharedData/fabio/data/UCF-101/16_frames_split/train/ApplyEyeMakeup/v_ApplyEyeMakeup_g02_c03,ApplyEyeMakeup,1,test_unseen"
"10,/home/SharedData/fabio/data/UCF-101/16_frames_split/train/ApplyEyeMakeup/v_ApplyEyeMakeup_g02_c04,ApplyEyeMakeup,1,test_unseen"
"11,/home/SharedData/fabio/data/UCF-101/16_frames_split/train/ApplyEyeMakeup/v_ApplyEyeMakeup_g03_c01,ApplyEyeMakeup,1,test_unseen"
"12,/home/SharedData/fabio/data/UCF-101/16_frames_split/train/ApplyEyeMakeup/v_ApplyEyeMakeup_g03_c02,ApplyEyeMakeup,1,test_unseen"
"13,/home/SharedData/fabio/data/UCF-101/16_frames_split/train/ApplyEyeMakeup/v_ApplyEyeMakeup_g03_c03,ApplyEyeMakeup,1,test_unseen"
"14,/home/SharedData/fabio/data/UCF-101/16_frames_split/train/ApplyEyeMakeup/v_ApplyEyeMakeup_g03_c04,ApplyEyeMakeup,1,test_unseen"
"15,/home/SharedData/fabio/data/UCF-101/16_frames_split/train/ApplyEyeMakeup/v_ApplyEyeMakeup_g03_c05,ApplyEyeMakeup,1,test_unseen"
"16,/home/SharedData/fabio/data/UCF-101/16_frames_split/train/ApplyEyeMakeup/v_ApplyEyeMakeup_g03_c06,ApplyEyeMakeup,1,test_unseen"
"17,/home/SharedData/fabio/data/UCF-101/16_frames_split/train/ApplyEyeMakeup/v_ApplyEyeMakeup_g04_c01,ApplyEyeMakeup,1,test_unseen"
"18,/home/SharedData/fabio/data/UCF-101/16_frames_split/train/ApplyEyeMakeup/v_ApplyEyeMakeup_g04_c02,ApplyEyeMakeup,1,test_unseen"
"19,/home/SharedData/fabio/data/UCF-101/16_frames_split/train/ApplyEyeMakeup/v_ApplyEyeMakeup_g04_c03,ApplyEyeMakeup,1,test_unseen"
"20,/home/SharedData/fabio/data/UCF-101/16_frames_split/train/ApplyEyeMakeup/v_ApplyEyeMakeup_g04_c04,ApplyEyeMakeup,1,test_unseen"
"21,/home/SharedData/fabio/data/UCF-101/16_frames_split/train/ApplyEyeMakeup/v_ApplyEyeMakeup_g04_c05,ApplyEyeMakeup,1,test_unseen"
"22,/home/SharedData/fabio/data/UCF-101/16_frames_split/train/ApplyEyeMakeup/v_ApplyEyeMakeup_g04_c06,ApplyEyeMakeup,1,test_unseen"
"23,/home/SharedData/fabio/data/UCF-101/16_frames_split/train/ApplyEyeMakeup/v_ApplyEyeMakeup_g04_c07,ApplyEyeMakeup,1,test_unseen"
"24,/home/SharedData/fabio/data/UCF-101/16_frames_split/train/ApplyEyeMakeup/v_ApplyEyeMakeup_g05_c01,ApplyEyeMakeup,1,test_unseen"
"25,/home/SharedData/fabio/data/UCF-101/16_frames_split/train/ApplyEyeMakeup/v_ApplyEyeMakeup_g05_c02,ApplyEyeMakeup,1,test_unseen"
